总文件数: 549
字段: filename	key4	title	time_annotations
wgfy23	五哥放羊||王洁实||QQ音乐||中华好民歌第二季第4期	五哥放羊	A@0.00; A1@53.00; A2@112.00
wgfy24	五哥放羊||张华敏||QQ音乐||信天游	五哥放羊	A@0.00; A1@72.00
wgfy3	五哥放羊||于淑珍||QQ音乐||于淑珍关牧村独唱音乐会	五哥放羊	A@0.00; A1@72.00; A2@104.00
wgfy4	五哥放羊||于文华||QQ音乐||	五哥放羊	A@0.00; A1@93.00; A2@126.00
wgfy5	五哥放羊||郭涛/王二妮||QQ音乐||	五哥放羊	A@0.00; A1@63.00; A2@104.00
wgfy7	五哥放羊||阿宝||QQ音乐||阿宝	五哥放羊	A@0.00; A1@118.00; A2@202.00
wqhs1	万泉河水清又清||兰州交响乐团||QQ音乐||2017-2018乐季兰州交响乐团音	万泉河水清又清	A@0.00; A1@54.00; A2@92.00
wqhs11	万泉河水清又清||金婷婷/张英席||QQ音乐||民歌专辑系列三	万泉河水清又清	A@0.00; A1@79.00; A2@161.00
wqhs13	万泉河水清又清||女子合唱团||QQ音乐||红月亮	万泉河水清又清	A@0.00; A1@55.00; A2@112.00; A3@204.00; A4@262.00
wqhs14	万泉河水清又清||唐彪/安李||QQ音乐||一样的天空	万泉河水清又清	A@0.00; A1@114.00; A2@153.00
wqhs16	万泉河水清又清||李丹阳/汤俊||QQ音乐||军歌嘹亮	万泉河水清又清	A@0.00; A1@52.00; A2@98.00
wqhs17	万泉河水清又清||许岚岚||QQ音乐||秋水伊人	万泉河水清又清	A@0.00; A1@81.00; A2@127.00; A3@177.00; A4@224.00
wqhs18	万泉河水清又清||陈诺||QQ音乐||流淌的歌声	万泉河水清又清	A@0.00; A1@117.00; A2@171.00
wqhs19	万泉河水清又清||王博文||QQ音乐||百年	万泉河水清又清	A@0.00; A1@61.00; A2@104.00; A3@151.00; A4@198.00
wqhs20	万泉河水清又清||杜美娜||QQ音乐||那人娜歌之军歌专辑	万泉河水清又清	A@0.00; A1@61.00; A2@112.00
wqhs21	万泉河水清又清||谷娅溦||QQ音乐||中华好民歌2015花样音乐季第3	万泉河水清又清	A@0.00; A1@48.00; A2@95.00; A3@145.00
wqhs22	万泉河水清又清||邓文怡||QQ音乐||歌唱祖国	万泉河水清又清	A@0.00; A1@72.00; A2@121.00; A3@172.00
wqhs23	万泉河水清又清||秦嘉||QQ音乐||听妈妈讲那过去的事情	万泉河水清又清	A@0.00; A1@55.00; A2@123.00; A3@169.00
wqhs24	万泉河水清又清||段文静||QQ音乐||回忆录Ⅰ	万泉河水清又清	A@0.00; A1@81.00; A2@161.00
wqhs25	万泉河水清又清||龙源音乐/杨屹/亚洲爱乐合唱团||QQ音乐||山河美	万泉河水清又清	A@0.00; A1@71.00; A2@115.00; A3@152.00; A4@196.00
wqhs26	万泉河水清又清||天坛大洋||QQ音乐||大洋情歌盼	万泉河水清又清	A@0.00; A1@43.00; A2@85.00; A3@127.00
wqhs3	万泉河水清又清||黑鸭子演唱组||QQ音乐||影视经典精装版	万泉河水清又清	A@0.00; A1@81.00; A2@148.00; A3@195.00
wqhs5	万泉河水清又清||华语群星||QQ音乐||红歌100首献给党诞辰90周年	万泉河水清又清	A@0.00; A1@59.00; A2@103.00; A3@185.00
wqhs6	万泉河水清又清||郑莉||QQ音乐||我爱祖国的蓝天	万泉河水清又清	A@0.00; A1@61.00; A2@105.00
xhb1	绣荷包(山东民歌)||彭丽媛||网易云音乐||中国纯美民间小调集10绣荷包	绣荷包(山东民歌)	A@0.00; A1@66.00; A2@119.00
xhb2	绣荷包(山西民歌)||龚琳娜||网易云音乐||走西口	绣荷包(山西民歌)	A@0.00; A1@88.00; A2@109.00; A3@143.00
xhb3	绣荷包(云南弥渡)||吴碧霞||网易云音乐||绣荷包	绣荷包(云南弥渡)	A@0.00; A1@59.00; A2@107.00
xhb4	绣荷包||郭兰英||QQ音乐||K歌单曲合集	绣荷包	A@0.00; A1@33.00; A2@53.00; A3@78.00; A4@103.00
xhb5	绣荷包||董文华||QQ音乐||中国好民歌	绣荷包	A@0.00; A1@46.00; A2@67.00; A3@91.00; A4@157.00
xhb7	绣荷包||王二妮||QQ音乐||爱陕北	绣荷包	A@0.00; A1@73.00; A2@90.00; A3@144.00; A4@161.00; A5@220.00
xhts1	小河淌水||龚琳娜||网易云音乐||《全能星战》第二期	小河淌水	A@0.00; A1@63.00; A2@79.00; A3@198.00; A4@214.00
xhts10	小河淌水||迪里拜尔||网易云音乐||民谣FolkSongs	小河淌水	A@0.00; A1@43.00; A2@101.00; A3@123.00
xhts11	小河淌水||龚玥||网易云音乐||经典红	小河淌水	A@0.00; A1@61.00; A2@124.00; A3@142.00
xhts2	小河淌水||谭晶||网易云音乐||花儿这样红	小河淌水	A@0.00; A1@123.00; A2@149.00; A3@247.00
xhts3	小河淌水||彭丽媛||网易云音乐||国宝民歌(上)	小河淌水	A@0.00; A1@106.00
xhts4	小河淌水||宋祖英||网易云音乐||台北小巨蛋音乐会	小河淌水	A@0.00; A1@89.00; A2@176.00; A3@201.00
xhts5	小河淌水||中央乐团合唱团||网易云音乐||辉煌中央乐团经典男声合唱(中国篇)	小河淌水	A@0.00; A1@99.00; A2@124.00; A3@198.00
xhts6	小河淌水||吴碧霞||网易云音乐||亚洲巡演北京独唱音乐会中国作品专场	小河淌水	A@0.00; A1@111.00; A2@134.00
xhts7	小河淌水||奚秀兰||网易云音乐||奚秀兰	小河淌水	A@0.00; A1@51.00; A2@107.00; A3@132.00
xhts8	小河淌水||朱婧汐AkiniJing||网易云音乐||朱婧汐同名专辑	小河淌水	A@0.00; A1@77.00; A2@98.00; A3@159.00
xhts9	小河淌水||黄虹||网易云音乐||中国纯美民间小调集在那遥远的地方	小河淌水	A@0.00; A1@66.00; A2@137.00; A3@162.00
xl1	冰山上的雪莲||张也/阎维文||QQ音乐||老情歌	冰山上的雪莲	A@0.00; A1@75.00; A2@141.00; A3@194.00
xl10	冰山上的雪莲||甘雅丹||QQ音乐||独家爱唱V	冰山上的雪莲	A@0.00; A1@76.00; A2@156.00; A3@215.00
xl12	冰山上的雪莲||查明舒张藜||QQ音乐||蝴蝶泉边	冰山上的雪莲	A@0.00; A1@76.00; A2@141.00; A3@194.00
xl13	冰山上的雪莲||八只眼||QQ音乐||八只眼	冰山上的雪莲	A@0.00; A1@79.00; A2@118.00; A3@156.00
xl14	冰山上的雪莲||金池||QQ音乐||中国风	冰山上的雪莲	A@0.00; A1@83.00; A2@139.00; A3@195.00
xl16	冰山上的雪莲||蔡其平||QQ音乐||怀旧电影金曲名片情歌(三)	冰山上的雪莲	A@0.00; A1@68.00; A2@131.00; A3@185.00
xl17	冰山上的雪莲||梦鸽||QQ音乐||如梦如歌	冰山上的雪莲	A@0.00; A1@67.00; A2@132.00; A3@173.00
xl18	冰山上的雪莲||罗海英||QQ音乐||雅拉的神奇Ⅱ	冰山上的雪莲	A@0.00; A1@93.00; A2@169.00; A3@222.00
xl19	冰山上的雪莲||冯冬||QQ音乐||伦天山	冰山上的雪莲	A@0.00; A1@70.00; A2@140.00; A3@187.00
xl20	冰山上的雪莲||杨钰莹/毛宁/剑萍||QQ音乐||名歌绝唱(七)	冰山上的雪莲	A@0.00; A1@55.00; A2@101.00; A3@138.00
xl22	冰山上的雪莲||使者||QQ音乐||	冰山上的雪莲	A@0.00; A1@96.00; A2@175.00; A3@227.00
xl24	冰山上的雪莲||陈俊华/周强||QQ音乐||回眸间，那些时光……	冰山上的雪莲	A@0.00; A1@85.00; A2@165.00; A3@216.00
xl25	冰山上的雪莲||晓艺民谣||QQ音乐||域磁谣	冰山上的雪莲	A@0.00; A1@88.00; A2@167.00; A3@222.00
xl26	冰山上的雪莲||毛珂||QQ音乐||美丽的夏夜	冰山上的雪莲	A@0.00; A1@64.00; A2@131.00; A3@172.00
xl27	冰山上的雪莲||王珺||QQ音乐||乐海新声-何日君再来	冰山上的雪莲	A@0.00; A1@136.00; A2@191.00; A3@244.00
xl29	冰山上的雪莲||瓜尒加||QQ音乐||韵立方	冰山上的雪莲	A@0.00; A1@106.00; A2@158.00; A3@202.00
xl3	冰山上的雪莲||杨曙光/李初健||QQ音乐||雷振邦电影歌曲专辑	冰山上的雪莲	A@0.00; A1@62.00; A2@114.00; A3@158.00
xl30	冰山上的雪莲||张定月||QQ音乐||电影插曲翻唱专辑	冰山上的雪莲	A@0.00; A1@57.00; A2@105.00; A3@142.00
xl31	冰山上的雪莲||张志刚||QQ音乐||张志刚	冰山上的雪莲	A@0.00; A1@64.00; A2@128.00; A3@170.00
xl32	冰山上的雪莲||马海英||QQ音乐||冰山上的雪莲	冰山上的雪莲	A@0.00; A1@61.00; A2@122.00; A3@172.00
xl33	冰山上的雪莲||温向东||QQ音乐||温向东精选集三	冰山上的雪莲	A@0.00; A1@78.00; A2@147.00; A3@192.00
xl4	冰山上的雪莲||李世荣||QQ音乐||	冰山上的雪莲	A@0.00; A1@65.00; A2@125.00; A3@174.00
xl6	冰山上的雪莲||董文华||QQ音乐||董文华演唱歌曲精选200首(10)	冰山上的雪莲	A@0.00; A1@79.00; A2@147.00; A3@193.00
xl7	冰山上的雪莲||冰城牡丹||QQ音乐||	冰山上的雪莲	A@0.00; A1@57.00; A2@114.00; A3@160.00
xl8	冰山上的雪莲||郑钧||QQ音乐||我们的生活充满阳光	冰山上的雪莲	A@0.00; A1@91.00; A2@145.00; A3@187.00
xl9	冰山上的雪莲||马玉涛||QQ音乐||军营民谣歌曲集	冰山上的雪莲	A@0.00; A1@55.00; A2@103.00; A3@141.00
xqhc2	小曲好唱口难开||王玉珍||QQ音乐||中国歌剧经典名曲	小曲好唱口难开	A@0.00; A1@79.00; A2@182.00
xqhc5	小曲好唱口难开||王媛琪||QQ音乐||小曲好唱难开口	小曲好唱口难开	A@0.00; A1@74.00; A2@177.00
xqhc6	小曲好唱口难开||于文华||QQ音乐||中国民歌(二)	小曲好唱口难开	A@0.00; A1@74.00; A2@149.00
xqhc7	小曲好唱口难开||上海实验歌剧院歌剧团/任桂珍||QQ音乐||歌剧《洪湖赤卫队》选曲	小曲好唱口难开	A@0.00; A1@83.00
xxd1	绣香袋||恩施民歌||QQ音乐||	绣香袋	A@0.00; A1@41.00; A2@66.00
xxd2	绣香袋||刘家宜||QQ音乐||龙船调——湖北民歌选	绣香袋	A@0.00; A1@29.00; A2@46.00
xyy1	太阳出来喜洋洋||蒋大为||网易云音乐||蒋大为独唱歌曲选	太阳出来喜洋洋	A@0.00; A1@56.00; A2@69.00; A3@82.00
xyy10	太阳出来喜洋洋||吕兴阳||网易云音乐||中国新声代第二季第九期	太阳出来喜洋洋	A@0.00; A1@59.00; A2@115.00; A3@156.00
xyy11	太阳出来喜洋洋||周强||QQ音乐||中国民歌	太阳出来喜洋洋	A@0.00; A1@37.00; A2@51.00; A3@62.00
xyy13	太阳出来喜洋洋||彭光琴||QQ音乐||中国民歌大会第二季第4期	太阳出来喜洋洋	A@0.00; A1@36.00; A2@45.00; A3@56.00; A4@69.00; A5@93.00; A6@121.00
xyy14	太阳出来喜洋洋||春山派||QQ音乐||太阳出来喜洋洋	太阳出来喜洋洋	A@0.00; A1@103.00; A2@116.00; A3@129.00; A4@147.00; A5@159.00
xyy15	太阳出来喜洋洋||胡晓晴||QQ音乐||胡晓晴百变歌后1	太阳出来喜洋洋	A@0.00; A1@81.00; A2@93.00; A3@126.00; A4@138.00
xyy3	太阳出来喜洋洋||练正华||网易云音乐||百年经典10：小河淌水	太阳出来喜洋洋	A@0.00; A1@23.00; A2@42.00; A3@66.00; A4@82.00
xyy4	太阳出来喜洋洋||李克勤/蔡卓妍||网易云音乐||2017年中央电视台春节联欢晚会	太阳出来喜洋洋	A@0.00; A1@38.00; A2@52.00; A3@64.00; A4@73.00; A5@89.00; A6@103.00
xyy5	太阳出来喜洋洋||蒋小涵||网易云音乐||天边的小船CD9-10(经典珍藏全集经典儿歌篇)	太阳出来喜洋洋	A@0.00; A1@102.00; A2@173.00
xyy6	太阳出来喜洋洋||群星||网易云音乐||中国民歌荟萃(二)	太阳出来喜洋洋	A@0.00; A1@52.00
xyy7	太阳出来喜洋洋||吴雁泽||网易云音乐||草原上升起不落的太阳	太阳出来喜洋洋	A@0.00; A1@21.00; A2@29.00; A3@49.00; A4@63.00
xyy8	太阳出来喜洋洋||黑鸭子||网易云音乐||伴你二十年6-民歌专辑	太阳出来喜洋洋	A@0.00; A1@48.00; A2@87.00; A3@109.00; A4@113.00; A5@122.00
xyy9	太阳出来喜洋洋||郭乔伊||网易云音乐||歌声走过的年代(2)	太阳出来喜洋洋	A@0.00; A1@77.00; A2@96.00; A3@167.00; A4@186.00
ylz2	月亮走,我也走||董文华||QQ音乐||董文华演唱歌曲精选200首(10)	月亮走,我也走	A@0.00; A1@100.00
ylz4	月亮走,我也走||梦之旅合唱组合||QQ音乐||流淌的歌声之真情依旧(六)	月亮走,我也走	A@0.00; A1@104.00; A2@171.00
ylz5	月亮走,我也走||朱明瑛||QQ音乐||百年经典	月亮走,我也走	A@0.00; A1@94.00; A2@170.00
yms1	沂蒙山小调||彭丽媛||QQ音乐||源媛流长	沂蒙山小调	A@0.00; A1@141.00; A2@167.00; A3@241.00; A4@263.00
yms2	沂蒙山小调||李晓杰||QQ音乐||李晓杰民歌经典	沂蒙山小调	A@0.00; A1@86.00; A2@109.00; A3@159.00; A4@193.00
yms4	沂蒙山小调||张也||QQ音乐||深情民歌2	沂蒙山小调	A@0.00; A1@44.00; A2@87.00; A3@108.00; A4@131.00; A5@173.00
yms5	沂蒙山小调||郑绪岚||QQ音乐||郑绪岚独唱歌曲选	沂蒙山小调	A@0.00; A1@49.00; A2@85.00
yms6	沂蒙山小调||刘大成||QQ音乐||超强音浪第34期	沂蒙山小调	A@0.00; A1@32.00; A2@47.00; A3@77.00
yms7	沂蒙山小调||陈湘胤||QQ音乐||中国新声代第二季第11期	沂蒙山小调	A@0.00; A1@52.00; A2@122.00; A3@152.00
ysdyg1	在银色的月光下||王洛宾||QQ音乐||王洛宾歌曲精选集(演唱篇)	在银色的月光下	A@0.00; A1@51.00; A2@126.00; A3@168.00; A4@241.00
ysdyg10	在银色的月光下||北京天使合唱团||QQ音乐||西北雨	在银色的月光下	A@0.00; A1@157.00
ysdyg11	在银色的月光下||刘秉义||QQ音乐||最美不过夕阳红	在银色的月光下	A@0.00; A1@80.00; A2@132.00
ysdyg12	在银色的月光下||温可铮||QQ音乐||20世纪中华歌坛名人百集珍藏版	在银色的月光下	A@0.00; A1@142.00
ysdyg13	在银色的月光下||程志||QQ音乐||星光灿烂	在银色的月光下	A@0.00; A1@45.00; A2@135.00
ysdyg14	在银色的月光下||刘斌||QQ音乐||咱当兵的人	在银色的月光下	A@0.00; A1@137.00
ysdyg3	在银色的月光下||董文华||QQ音乐||名人名曲1-10	在银色的月光下	A@0.00; A1@58.00; A2@170.00
ysdyg4	在银色的月光下||梦之旅合唱组合||QQ音乐||岁月的痕迹梦之旅演唱组合(一)	在银色的月光下	A@0.00; A1@58.00; A2@153.00
ysdyg6	在银色的月光下||阎维文||QQ音乐||想家的时候	在银色的月光下	A@0.00; A1@56.00; A2@224.00
ysdyg7	在银色的月光下||梁宁||QQ音乐||85广播立体声节目选	在银色的月光下	A@0.00; A1@65.00; A2@176.00
ysdyg8	在银色的月光下||腾格尔||QQ音乐||在银色的月光下	在银色的月光下	A@0.00; A1@54.00; A2@177.00
yxzg1	英雄赞歌||殷秀梅||QQ音乐||你好，春天	英雄赞歌	A@0.00; A1@94.00; A2@171.00
yxzg2	英雄赞歌||刘炽||QQ音乐||震撼心魂的歌	英雄赞歌	A@0.00; A1@80.00; A2@160.00
yxzg3	英雄赞歌||中国人民解放军总政歌舞团合唱队||QQ音乐||中国电影百年歌曲精萃(五)	英雄赞歌	A@0.00; A1@99.00; A2@170.00
yxzg4	英雄赞歌||张映哲||QQ音乐||记忆的符号	英雄赞歌	A@0.00; A1@100.00; A2@184.00
yxzg5	英雄赞歌||陈思思||QQ音乐||致敬经典	英雄赞歌	A@0.00; A1@90.00; A2@181.00
yxzg7	英雄赞歌||郑莉/总政歌舞团合唱队||QQ音乐||	英雄赞歌	A@0.00; A1@87.00; A2@171.00
yyt1	九九艳阳天||张也/阎维文||QQ音乐||老情歌	九九艳阳天	A@0.00; A1@50.00; A2@110.00; A3@153.00
yyt11	九九艳阳天||蒋大为||QQ音乐||民歌电影歌曲	九九艳阳天	A@0.00; A1@57.00; A2@147.00
yyt12	九九艳阳天||阿宝||QQ音乐||阿宝民歌	九九艳阳天	A@0.00; A1@57.00; A2@107.00; A3@149.00
yyt13	九九艳阳天||张振富||QQ音乐||看见你们格外亲—军旅之星名歌金曲	九九艳阳天	A@0.00; A1@58.00; A2@113.00; A3@147.00
yyt16	九九艳阳天||叶毛/廖沙||QQ音乐||百年经典3:我的祖国	九九艳阳天	A@0.00; A1@64.00; A2@120.00; A3@170.00
yyt17	九九艳阳天||王洁实/谢莉斯||QQ音乐||何日才相会	九九艳阳天	A@0.00; A1@49.00; A2@91.00
yyt20	九九艳阳天||白雪||QQ音乐||祝福	九九艳阳天	A@0.00; A1@93.00; A2@165.00; A3@207.00
yyt21	九九艳阳天||刘和刚||QQ音乐||男女声二重唱	九九艳阳天	A@0.00; A1@87.00; A2@151.00; A3@196.00
yyt22	九九艳阳天||梦之旅合唱组合||QQ音乐||流淌的歌声之真情依旧(二)	九九艳阳天	A@0.00; A1@80.00; A2@139.00; A3@190.00
yyt23	九九艳阳天||廖莎||QQ音乐||百年经典	九九艳阳天	A@0.00; A1@64.00; A2@120.00; A3@170.00
yyt25	九九艳阳天||林琳||QQ音乐||红色de呼唤	九九艳阳天	A@0.00; A1@57.00; A2@107.00; A3@146.00
yyt26	九九艳阳天||蔡明/费玉清||QQ音乐||2015东方卫视春晚	九九艳阳天	A@0.00; A1@56.00; A2@107.00
yyt27	九九艳阳天||朱逢博||QQ音乐||排球女将	九九艳阳天	A@0.00; A1@60.00; A2@112.00; A3@157.00
yyt28	九九艳阳天||朱晓琳||QQ音乐||踏浪	九九艳阳天	A@0.00; A1@47.00; A2@95.00; A3@126.00
yyt29	九九艳阳天||王洁实&谢莉斯||QQ音乐||王洁实·谢莉斯二重唱精选	九九艳阳天	A@0.00; A1@49.00; A2@91.00
yyt30	九九艳阳天||呼斯楞/云朵||QQ音乐||	九九艳阳天	A@0.00; A1@42.00; A2@85.00; A3@128.00
yyt31	九九艳阳天||黑鸭子演唱组||QQ音乐||92年华语女	九九艳阳天	A@0.00; A1@70.00; A2@116.00; A3@137.00
yyt32	九九艳阳天||李丹阳/魏金栋||QQ音乐||恋影情怀	九九艳阳天	A@0.00; A1@59.00; A2@99.00; A3@140.00
yyt5	九九艳阳天||张振富/耿莲凤||QQ音乐||张振富·耿连凤名人名歌[二重唱(一)]	九九艳阳天	A@0.00; A1@61.00; A2@117.00; A3@150.00
yyt6	九九艳阳天||龚玥||QQ音乐||蓝光龚玥	九九艳阳天	A@0.00; A1@78.00; A2@144.00; A3@185.00
yyt7	九九艳阳天||谭晶/阎维文||QQ音乐||谭晶单曲集	九九艳阳天	A@0.00; A1@78.00; A2@128.00
yyt8	九九艳阳天||禹兵/潘文林/呼延生/孙佩华||QQ音乐||记忆的符号-中国电影百年寻音集CD16银色的月光	九九艳阳天	A@0.00; A1@42.00; A2@98.00; A3@140.00; A4@177.00
yyt9	九九艳阳天||王二妮/斯琴格日乐||QQ音乐||梦想星搭档第1期	九九艳阳天	A@0.00; A1@71.00; A2@130.00; A3@178.00
yz2	燕子||陈燕||QQ音乐||寻找失落的凄美	燕子	A@0.00; A1@37.00; A2@92.00
yz3	燕子||迪里拜尔||QQ音乐||民谣FolkSongs	燕子	A@0.00; A1@33.00; A2@77.00
yz4	燕子||阎维文||QQ音乐||西域情歌	燕子	A@0.00; A1@53.00; A2@129.00; A3@152.00; A4@232.00
yz5	燕子||石倚洁||QQ音乐||燕子	燕子	A@0.00; A1@55.00; A2@115.00
yz6	燕子||黄灿||网易云音乐||西域情歌摇滚篇	燕子	A@0.00; A1@58.00; A2@102.00; A3@182.00
yz7	燕子||瑞凡||网易云音乐||世界民谣	燕子	A@0.00; A1@65.00; A2@109.00; A3@169.00; A4@189.00
yz8	燕子||黄璐||网易云音乐||中国艺术歌曲百年Ⅴ——渔翁	燕子	A@0.00; A1@39.00; A2@96.00
zdh1	正对花||阎维文||QQ音乐||黑土情歌	正对花	A@0.00; A1@46.00; A2@91.00; A3@119.00
zdh2	正对花||王澜梦||QQ音乐||中国民歌少儿唱第二册	正对花	A@0.00; A1@47.00; A2@91.00
zdh3	正对花||乔军/易文卉||QQ音乐||正对花(live)	正对花	A@0.00; A1@46.00; A2@93.00; A3@120.00
zdh4	正对花||柴根儿||QQ音乐||柴根儿陕北民歌清唱专辑-二道圪梁	正对花	A@0.00; A1@65.00; A2@119.00
zth1	紫藤花||殷秀梅||QQ音乐||名人名曲1-10	紫藤花	A@0.00; A1@41.00; A2@81.00; A3@108.00
zth2	紫藤花||丁毅/耿婕妤||QQ音乐||紫藤花	紫藤花	A@0.00; A1@53.00; A2@112.00; A3@144.00; A4@179.00
zxk1	走西口||董文华||QQ音乐||董文华演唱歌曲精选200首(10)	走西口	A@0.00; A1@30.00; A2@75.00; A3@130.00
zxk2	走西口||王二妮||QQ音乐||爱陕北	走西口	A@0.00; A1@93.00; A2@145.00; A3@163.00
zxk3	走西口||阿宝||QQ音乐||想亲亲想在心眼眼上	走西口	A@0.00; A1@37.00; A2@100.00
zxk4	走西口||陈琳/孟新洋||QQ音乐||民歌.宝典(六)	走西口	A@0.00; A1@40.00; A2@99.00; A3@118.00; A4@178.00; A5@197.00
zxk6	走西口||董文华||QQ音乐||名人名曲1-10	走西口	A@0.00; A1@30.00; A2@72.00; A3@125.00
zxk8	走西口||苗圃||QQ音乐||	走西口	A@0.00; A1@38.00; A2@70.00; A3@108.00
